Timestamp,DroneID,Location,TaskType,TaskDuration(mins),Status,EdgeNode,BlockchainValidated,BatteryLevel(%),Payload(kg)
2025-01-05 02:41:00,DRONE_0069,Sector-A,Traffic Monitoring,117,Failed,EdgeNode_4,No,45,4.39
2025-01-05 02:42:00,DRONE_0073,Sector-D,Surveillance,60,Failed,EdgeNode_2,No,98,3.24
2025-01-05 02:43:00,DRONE_0059,Sector-B,Mapping,13,Pending,EdgeNode_4,No,64,0.61
2025-01-05 02:44:00,DRONE_0002,Sector-D,Surveillance,110,Pending,EdgeNode_4,Yes,29,4.7
2025-01-05 02:45:00,DRONE_0065,Sector-D,Emergency Response,73,Failed,EdgeNode_2,Yes,45,0.97
2025-01-05 02:46:00,DRONE_0060,Sector-D,Traffic Monitoring,66,Pending,EdgeNode_3,Yes,27,2.4
2025-01-05 02:47:00,DRONE_0051,Sector-C,Surveillance,68,Completed,EdgeNode_1,Yes,99,2.39
2025-01-05 02:48:00,DRONE_0030,Sector-D,Traffic Monitoring,111,Failed,EdgeNode_4,No,51,3.16
2025-01-05 02:49:00,DRONE_0011,Sector-B,Traffic Monitoring,26,Failed,EdgeNode_4,Yes,40,3.36
2025-01-05 02:50:00,DRONE_0092,Sector-C,Mapping,36,Failed,EdgeNode_4,No,64,1.24
2025-01-05 02:51:00,DRONE_0076,Sector-D,Delivery,51,Completed,EdgeNode_3,Yes,74,1.83
2025-01-05 02:52:00,DRONE_0039,Sector-A,Emergency Response,6,Pending,EdgeNode_2,No,31,0.81
2025-01-05 02:53:00,DRONE_0090,Sector-D,Surveillance,89,In Progress,EdgeNode_2,No,67,0.72
2025-01-05 02:54:00,DRONE_0077,Sector-D,Delivery,96,In Progress,EdgeNode_2,Yes,78,4.14
2025-01-05 02:55:00,DRONE_0072,Sector-C,Mapping,56,Completed,EdgeNode_2,Yes,93,3.78
2025-01-05 02:56:00,DRONE_0063,Sector-B,Delivery,92,Completed,EdgeNode_2,Yes,89,2.27
2025-01-05 02:57:00,DRONE_0064,Sector-D,Traffic Monitoring,92,Pending,EdgeNode_2,No,56,0.57
2025-01-05 02:58:00,DRONE_0061,Sector-C,Traffic Monitoring,18,In Progress,EdgeNode_4,No,50,2.3
2025-01-05 02:59:00,DRONE_0054,Sector-C,Emergency Response,41,Failed,EdgeNode_4,Yes,22,1.54
2025-01-05 03:00:00,DRONE_0092,Sector-B,Surveillance,31,Completed,EdgeNode_2,No,88,3.91
2025-01-05 03:01:00,DRONE_0094,Sector-C,Surveillance,28,In Progress,EdgeNode_2,Yes,78,0.57
2025-01-05 03:02:00,DRONE_0073,Sector-B,Mapping,68,Failed,EdgeNode_3,Yes,52,2.31
2025-01-05 03:03:00,DRONE_0095,Sector-A,Emergency Response,74,Failed,EdgeNode_3,Yes,55,3.0
2025-01-05 03:04:00,DRONE_0058,Sector-D,Surveillance,30,Pending,EdgeNode_5,Yes,93,4.93
2025-01-05 03:05:00,DRONE_0085,Sector-C,Traffic Monitoring,58,Completed,EdgeNode_4,No,22,0.54
2025-01-05 03:06:00,DRONE_0056,Sector-A,Emergency Response,19,Failed,EdgeNode_2,Yes,94,0.66
2025-01-05 03:07:00,DRONE_0034,Sector-C,Delivery,33,Completed,EdgeNode_4,No,22,4.94
2025-01-05 03:08:00,DRONE_0031,Sector-C,Emergency Response,104,In Progress,EdgeNode_5,No,78,2.09
2025-01-05 03:09:00,DRONE_0052,Sector-A,Emergency Response,78,In Progress,EdgeNode_3,No,73,3.74
2025-01-05 03:10:00,DRONE_0089,Sector-C,Surveillance,32,Completed,EdgeNode_5,No,47,3.94
2025-01-05 03:11:00,DRONE_0076,Sector-C,Mapping,63,Failed,EdgeNode_1,No,28,1.64
2025-01-05 03:12:00,DRONE_0001,Sector-A,Mapping,119,Failed,EdgeNode_3,Yes,45,1.15
2025-01-05 03:13:00,DRONE_0055,Sector-C,Surveillance,77,In Progress,EdgeNode_4,No,48,1.45
2025-01-05 03:14:00,DRONE_0022,Sector-B,Surveillance,25,Failed,EdgeNode_3,Yes,29,3.85
2025-01-05 03:15:00,DRONE_0040,Sector-C,Surveillance,14,Failed,EdgeNode_5,Yes,46,4.22
2025-01-05 03:16:00,DRONE_0001,Sector-D,Mapping,8,In Progress,EdgeNode_2,Yes,82,3.53
2025-01-05 03:17:00,DRONE_0065,Sector-C,Surveillance,66,Pending,EdgeNode_5,Yes,81,2.26
2025-01-05 03:18:00,DRONE_0063,Sector-D,Delivery,8,In Progress,EdgeNode_5,No,37,1.39
2025-01-05 03:19:00,DRONE_0054,Sector-D,Delivery,10,Completed,EdgeNode_2,No,72,2.18
2025-01-05 03:20:00,DRONE_0042,Sector-C,Traffic Monitoring,94,Pending,EdgeNode_4,Yes,36,4.58
2025-01-05 03:21:00,DRONE_0021,Sector-A,Delivery,108,Completed,EdgeNode_4,Yes,68,4.33
2025-01-05 03:22:00,DRONE_0079,Sector-B,Emergency Response,84,Pending,EdgeNode_3,Yes,45,1.68
2025-01-05 03:23:00,DRONE_0081,Sector-B,Traffic Monitoring,76,Pending,EdgeNode_5,Yes,24,1.71
2025-01-05 03:24:00,DRONE_0022,Sector-C,Delivery,96,In Progress,EdgeNode_3,Yes,92,3.92
2025-01-05 03:25:00,DRONE_0038,Sector-A,Emergency Response,20,In Progress,EdgeNode_2,Yes,63,2.19
2025-01-05 03:26:00,DRONE_0099,Sector-A,Delivery,42,Completed,EdgeNode_1,No,43,2.91
2025-01-05 03:27:00,DRONE_0080,Sector-B,Emergency Response,53,In Progress,EdgeNode_4,No,76,2.17
2025-01-05 03:28:00,DRONE_0008,Sector-A,Surveillance,65,Pending,EdgeNode_2,No,26,1.29
2025-01-05 03:29:00,DRONE_0062,Sector-C,Emergency Response,69,In Progress,EdgeNode_4,No,39,1.03
2025-01-05 03:30:00,DRONE_0047,Sector-C,Surveillance,87,Completed,EdgeNode_3,Yes,75,0.78
2025-01-05 03:31:00,DRONE_0017,Sector-A,Emergency Response,54,Pending,EdgeNode_1,No,91,0.16
2025-01-05 03:32:00,DRONE_0017,Sector-C,Emergency Response,21,Completed,EdgeNode_5,No,38,1.48
2025-01-05 03:33:00,DRONE_0090,Sector-D,Delivery,117,Failed,EdgeNode_4,Yes,83,0.94
2025-01-05 03:34:00,DRONE_0013,Sector-B,Emergency Response,32,In Progress,EdgeNode_5,No,62,1.36
2025-01-05 03:35:00,DRONE_0017,Sector-C,Delivery,48,Pending,EdgeNode_3,Yes,63,0.47
2025-01-05 03:36:00,DRONE_0038,Sector-A,Emergency Response,16,Completed,EdgeNode_4,Yes,44,1.77
2025-01-05 03:37:00,DRONE_0081,Sector-B,Mapping,74,In Progress,EdgeNode_3,Yes,36,2.65
2025-01-05 03:38:00,DRONE_0078,Sector-C,Traffic Monitoring,75,In Progress,EdgeNode_5,Yes,58,4.73
2025-01-05 03:39:00,DRONE_0045,Sector-B,Delivery,76,Completed,EdgeNode_3,Yes,44,1.8
2025-01-05 03:40:00,DRONE_0006,Sector-A,Delivery,7,Pending,EdgeNode_3,No,58,0.25
2025-01-05 03:41:00,DRONE_0035,Sector-D,Surveillance,53,Completed,EdgeNode_3,Yes,58,1.88
2025-01-05 03:42:00,DRONE_0014,Sector-D,Mapping,25,In Progress,EdgeNode_2,No,78,4.1
2025-01-05 03:43:00,DRONE_0072,Sector-C,Surveillance,12,Completed,EdgeNode_2,Yes,85,1.77
2025-01-05 03:44:00,DRONE_0061,Sector-D,Mapping,68,Failed,EdgeNode_4,Yes,35,1.53
2025-01-05 03:45:00,DRONE_0015,Sector-C,Mapping,96,In Progress,EdgeNode_3,Yes,72,4.6
2025-01-05 03:46:00,DRONE_0054,Sector-B,Emergency Response,63,Pending,EdgeNode_3,No,97,1.56
2025-01-05 03:47:00,DRONE_0027,Sector-C,Surveillance,34,Failed,EdgeNode_3,Yes,48,4.85
2025-01-05 03:48:00,DRONE_0013,Sector-C,Traffic Monitoring,36,Completed,EdgeNode_2,No,85,4.18
2025-01-05 03:49:00,DRONE_0031,Sector-C,Mapping,79,Pending,EdgeNode_5,No,29,3.45
2025-01-05 03:50:00,DRONE_0035,Sector-D,Mapping,24,Failed,EdgeNode_3,No,21,3.03
2025-01-05 03:51:00,DRONE_0060,Sector-C,Delivery,118,Completed,EdgeNode_1,Yes,32,1.2
2025-01-05 03:52:00,DRONE_0006,Sector-A,Emergency Response,20,Failed,EdgeNode_4,No,73,3.68
2025-01-05 03:53:00,DRONE_0069,Sector-C,Traffic Monitoring,29,In Progress,EdgeNode_2,Yes,21,1.8
2025-01-05 03:54:00,DRONE_0086,Sector-B,Mapping,64,Pending,EdgeNode_5,Yes,61,2.48
2025-01-05 03:55:00,DRONE_0058,Sector-A,Delivery,49,Failed,EdgeNode_1,Yes,33,0.61
2025-01-05 03:56:00,DRONE_0049,Sector-B,Surveillance,13,In Progress,EdgeNode_3,Yes,70,1.55
2025-01-05 03:57:00,DRONE_0023,Sector-B,Mapping,55,Completed,EdgeNode_2,Yes,68,2.69
2025-01-05 03:58:00,DRONE_0089,Sector-B,Delivery,107,In Progress,EdgeNode_3,Yes,57,2.39
2025-01-05 03:59:00,DRONE_0034,Sector-A,Surveillance,65,Completed,EdgeNode_4,No,53,1.78
2025-01-05 04:00:00,DRONE_0026,Sector-A,Emergency Response,117,Pending,EdgeNode_2,Yes,48,2.41
2025-01-05 04:01:00,DRONE_0047,Sector-D,Surveillance,44,In Progress,EdgeNode_1,Yes,83,3.75
2025-01-05 04:02:00,DRONE_0005,Sector-A,Mapping,108,In Progress,EdgeNode_5,No,42,2.35
2025-01-05 04:03:00,DRONE_0090,Sector-C,Traffic Monitoring,65,Completed,EdgeNode_5,No,42,2.58
2025-01-05 04:04:00,DRONE_0020,Sector-B,Surveillance,71,Failed,EdgeNode_4,Yes,35,3.54
2025-01-05 04:05:00,DRONE_0006,Sector-D,Traffic Monitoring,84,Completed,EdgeNode_5,Yes,63,4.22
2025-01-05 04:06:00,DRONE_0070,Sector-A,Traffic Monitoring,80,Failed,EdgeNode_5,No,79,2.68
2025-01-05 04:07:00,DRONE_0059,Sector-B,Surveillance,19,Completed,EdgeNode_4,No,90,4.75
2025-01-05 04:08:00,DRONE_0064,Sector-A,Emergency Response,57,Pending,EdgeNode_1,Yes,84,1.83
2025-01-05 04:09:00,DRONE_0018,Sector-D,Surveillance,8,Failed,EdgeNode_2,No,38,1.34
2025-01-05 04:10:00,DRONE_0004,Sector-A,Delivery,27,In Progress,EdgeNode_2,No,64,3.5
2025-01-05 04:11:00,DRONE_0017,Sector-A,Traffic Monitoring,31,Failed,EdgeNode_4,Yes,20,0.96
2025-01-05 04:12:00,DRONE_0014,Sector-B,Mapping,107,Completed,EdgeNode_3,No,31,4.51
2025-01-05 04:13:00,DRONE_0078,Sector-C,Traffic Monitoring,111,Completed,EdgeNode_4,No,44,1.99
2025-01-05 04:14:00,DRONE_0013,Sector-A,Mapping,41,Failed,EdgeNode_4,No,29,3.52
2025-01-05 04:15:00,DRONE_0007,Sector-D,Delivery,81,In Progress,EdgeNode_4,No,85,2.89
2025-01-05 04:16:00,DRONE_0044,Sector-A,Delivery,47,Pending,EdgeNode_4,No,52,0.37
2025-01-05 04:17:00,DRONE_0015,Sector-A,Delivery,41,In Progress,EdgeNode_5,No,21,3.57
2025-01-05 04:18:00,DRONE_0019,Sector-C,Surveillance,108,Failed,EdgeNode_5,Yes,23,3.97
2025-01-05 04:19:00,DRONE_0063,Sector-B,Traffic Monitoring,89,Completed,EdgeNode_1,Yes,42,4.91
2025-01-05 04:20:00,DRONE_0035,Sector-D,Mapping,33,In Progress,EdgeNode_4,Yes,60,2.14
2025-01-05 04:21:00,DRONE_0081,Sector-B,Delivery,33,Completed,EdgeNode_2,No,57,2.56
2025-01-05 04:22:00,DRONE_0035,Sector-B,Delivery,53,Completed,EdgeNode_3,No,75,4.39
2025-01-05 04:23:00,DRONE_0019,Sector-B,Mapping,79,In Progress,EdgeNode_5,Yes,95,1.42
2025-01-05 04:24:00,DRONE_0020,Sector-A,Traffic Monitoring,55,Failed,EdgeNode_2,No,63,1.03
2025-01-05 04:25:00,DRONE_0100,Sector-C,Traffic Monitoring,54,In Progress,EdgeNode_5,Yes,83,0.75
2025-01-05 04:26:00,DRONE_0035,Sector-A,Mapping,32,Pending,EdgeNode_1,No,43,4.89
2025-01-05 04:27:00,DRONE_0032,Sector-D,Emergency Response,78,Completed,EdgeNode_3,No,60,1.42
2025-01-05 04:28:00,DRONE_0048,Sector-C,Traffic Monitoring,9,Completed,EdgeNode_5,No,47,3.81
2025-01-05 04:29:00,DRONE_0044,Sector-B,Mapping,60,Failed,EdgeNode_3,Yes,81,2.3
2025-01-05 04:30:00,DRONE_0024,Sector-C,Mapping,68,Completed,EdgeNode_3,Yes,34,1.28
2025-01-05 04:31:00,DRONE_0061,Sector-D,Delivery,93,Completed,EdgeNode_2,Yes,81,4.58
2025-01-05 04:32:00,DRONE_0017,Sector-A,Mapping,101,Completed,EdgeNode_5,Yes,29,2.37
2025-01-05 04:33:00,DRONE_0071,Sector-A,Surveillance,21,In Progress,EdgeNode_3,Yes,48,2.87
2025-01-05 04:34:00,DRONE_0050,Sector-B,Delivery,117,Completed,EdgeNode_4,No,50,1.19
2025-01-05 04:35:00,DRONE_0065,Sector-A,Delivery,101,In Progress,EdgeNode_3,No,82,1.69
2025-01-05 04:36:00,DRONE_0099,Sector-A,Traffic Monitoring,93,Failed,EdgeNode_3,No,37,3.76
2025-01-05 04:37:00,DRONE_0032,Sector-D,Emergency Response,101,Pending,EdgeNode_5,No,26,1.78
2025-01-05 04:38:00,DRONE_0036,Sector-C,Traffic Monitoring,59,Completed,EdgeNode_4,Yes,46,2.58
2025-01-05 04:39:00,DRONE_0013,Sector-A,Surveillance,13,Pending,EdgeNode_3,Yes,28,0.66
2025-01-05 04:40:00,DRONE_0070,Sector-D,Delivery,95,In Progress,EdgeNode_5,Yes,39,4.27
2025-01-05 04:41:00,DRONE_0058,Sector-D,Delivery,93,Failed,EdgeNode_5,No,69,3.71
2025-01-05 04:42:00,DRONE_0014,Sector-B,Mapping,72,Failed,EdgeNode_3,Yes,80,3.83
2025-01-05 04:43:00,DRONE_0037,Sector-D,Emergency Response,77,In Progress,EdgeNode_1,Yes,86,0.97
2025-01-05 04:44:00,DRONE_0079,Sector-B,Emergency Response,114,Pending,EdgeNode_1,No,93,2.53
2025-01-05 04:45:00,DRONE_0068,Sector-A,Mapping,83,Completed,EdgeNode_2,No,36,0.23
2025-01-05 04:46:00,DRONE_0040,Sector-B,Surveillance,20,In Progress,EdgeNode_1,Yes,40,1.64
2025-01-05 04:47:00,DRONE_0059,Sector-D,Emergency Response,20,In Progress,EdgeNode_1,Yes,92,1.81
2025-01-05 04:48:00,DRONE_0080,Sector-C,Delivery,17,In Progress,EdgeNode_5,Yes,51,4.58
2025-01-05 04:49:00,DRONE_0092,Sector-C,Surveillance,82,In Progress,EdgeNode_5,No,67,4.96
2025-01-05 04:50:00,DRONE_0016,Sector-A,Traffic Monitoring,90,In Progress,EdgeNode_3,No,57,3.13
2025-01-05 04:51:00,DRONE_0062,Sector-A,Traffic Monitoring,89,Failed,EdgeNode_3,No,47,2.63
2025-01-05 04:52:00,DRONE_0004,Sector-C,Surveillance,77,In Progress,EdgeNode_5,No,79,2.26
2025-01-05 04:53:00,DRONE_0045,Sector-B,Delivery,67,Failed,EdgeNode_3,No,89,0.19
2025-01-05 04:54:00,DRONE_0090,Sector-A,Traffic Monitoring,45,Pending,EdgeNode_5,No,77,4.02
2025-01-05 04:55:00,DRONE_0028,Sector-D,Delivery,57,Completed,EdgeNode_1,Yes,89,3.39
2025-01-05 04:56:00,DRONE_0096,Sector-A,Mapping,72,Failed,EdgeNode_3,Yes,72,3.28
2025-01-05 04:57:00,DRONE_0066,Sector-B,Emergency Response,78,Completed,EdgeNode_1,Yes,29,4.06
2025-01-05 04:58:00,DRONE_0031,Sector-A,Surveillance,103,Completed,EdgeNode_2,No,21,4.65
2025-01-05 04:59:00,DRONE_0003,Sector-D,Emergency Response,13,Completed,EdgeNode_3,No,44,2.01
2025-01-05 05:00:00,DRONE_0008,Sector-D,Mapping,55,Failed,EdgeNode_5,Yes,57,2.19
2025-01-05 05:01:00,DRONE_0024,Sector-D,Traffic Monitoring,52,Failed,EdgeNode_5,Yes,20,4.88
2025-01-05 05:02:00,DRONE_0015,Sector-B,Delivery,84,Failed,EdgeNode_2,No,99,3.36
2025-01-05 05:03:00,DRONE_0043,Sector-B,Delivery,53,Pending,EdgeNode_5,No,95,4.27
2025-01-05 05:04:00,DRONE_0031,Sector-D,Mapping,22,Failed,EdgeNode_1,No,92,1.19
2025-01-05 05:05:00,DRONE_0073,Sector-D,Surveillance,14,Pending,EdgeNode_5,Yes,32,1.65
2025-01-05 05:06:00,DRONE_0045,Sector-B,Emergency Response,89,Failed,EdgeNode_2,No,90,2.02
2025-01-05 05:07:00,DRONE_0066,Sector-B,Traffic Monitoring,119,Failed,EdgeNode_4,No,20,1.65
2025-01-05 05:08:00,DRONE_0008,Sector-B,Surveillance,58,Completed,EdgeNode_4,No,50,4.43
2025-01-05 05:09:00,DRONE_0071,Sector-C,Mapping,83,In Progress,EdgeNode_1,No,86,2.61
2025-01-05 05:10:00,DRONE_0057,Sector-B,Mapping,19,Completed,EdgeNode_4,Yes,75,4.77
2025-01-05 05:11:00,DRONE_0080,Sector-D,Delivery,15,Failed,EdgeNode_5,Yes,38,1.67
2025-01-05 05:12:00,DRONE_0099,Sector-C,Traffic Monitoring,44,In Progress,EdgeNode_2,No,23,0.28
2025-01-05 05:13:00,DRONE_0030,Sector-B,Surveillance,116,In Progress,EdgeNode_1,No,47,0.78
2025-01-05 05:14:00,DRONE_0074,Sector-D,Delivery,110,Pending,EdgeNode_4,No,63,1.16
2025-01-05 05:15:00,DRONE_0018,Sector-A,Traffic Monitoring,109,In Progress,EdgeNode_5,No,49,3.24
2025-01-05 05:16:00,DRONE_0069,Sector-C,Emergency Response,51,Pending,EdgeNode_5,No,55,0.99
2025-01-05 05:17:00,DRONE_0093,Sector-D,Emergency Response,105,Completed,EdgeNode_3,No,72,1.97
2025-01-05 05:18:00,DRONE_0039,Sector-A,Delivery,24,Pending,EdgeNode_3,No,78,4.0
2025-01-05 05:19:00,DRONE_0060,Sector-D,Surveillance,102,Failed,EdgeNode_2,No,87,0.71
2025-01-05 05:20:00,DRONE_0098,Sector-B,Traffic Monitoring,26,In Progress,EdgeNode_1,Yes,94,0.49
2025-01-05 05:21:00,DRONE_0043,Sector-B,Emergency Response,52,Failed,EdgeNode_4,Yes,23,2.75
2025-01-05 05:22:00,DRONE_0045,Sector-A,Emergency Response,86,In Progress,EdgeNode_4,No,30,3.52
2025-01-05 05:23:00,DRONE_0023,Sector-B,Surveillance,20,In Progress,EdgeNode_5,Yes,72,4.56
2025-01-05 05:24:00,DRONE_0069,Sector-D,Delivery,9,Completed,EdgeNode_4,Yes,73,3.34
2025-01-05 05:25:00,DRONE_0094,Sector-A,Mapping,69,Pending,EdgeNode_2,Yes,64,4.74
2025-01-05 05:26:00,DRONE_0006,Sector-D,Traffic Monitoring,87,Completed,EdgeNode_3,Yes,36,1.3
2025-01-05 05:27:00,DRONE_0056,Sector-D,Emergency Response,78,Pending,EdgeNode_5,No,83,1.77
2025-01-05 05:28:00,DRONE_0004,Sector-D,Mapping,25,Completed,EdgeNode_1,No,77,4.21
2025-01-05 05:29:00,DRONE_0093,Sector-B,Surveillance,65,Completed,EdgeNode_5,No,32,4.07
2025-01-05 05:30:00,DRONE_0023,Sector-B,Delivery,81,In Progress,EdgeNode_4,No,70,3.36
2025-01-05 05:31:00,DRONE_0006,Sector-D,Traffic Monitoring,59,Completed,EdgeNode_2,Yes,71,2.58
2025-01-05 05:32:00,DRONE_0032,Sector-C,Surveillance,28,Completed,EdgeNode_1,Yes,34,0.19
2025-01-05 05:33:00,DRONE_0018,Sector-D,Delivery,27,Pending,EdgeNode_5,Yes,23,1.47
2025-01-05 05:34:00,DRONE_0015,Sector-D,Surveillance,91,Completed,EdgeNode_4,Yes,28,0.88
2025-01-05 05:35:00,DRONE_0040,Sector-A,Emergency Response,15,In Progress,EdgeNode_5,No,86,0.35
2025-01-05 05:36:00,DRONE_0096,Sector-D,Emergency Response,51,Completed,EdgeNode_1,No,93,3.9
2025-01-05 05:37:00,DRONE_0073,Sector-B,Mapping,6,Failed,EdgeNode_4,No,76,0.74
2025-01-05 05:38:00,DRONE_0074,Sector-A,Surveillance,74,Failed,EdgeNode_3,Yes,48,1.85
2025-01-05 05:39:00,DRONE_0084,Sector-C,Emergency Response,57,Pending,EdgeNode_1,No,66,4.89
2025-01-05 05:40:00,DRONE_0006,Sector-A,Delivery,15,Pending,EdgeNode_3,No,24,2.1
2025-01-05 05:41:00,DRONE_0063,Sector-C,Mapping,19,Failed,EdgeNode_3,No,89,0.79
2025-01-05 05:42:00,DRONE_0067,Sector-A,Traffic Monitoring,77,Completed,EdgeNode_4,Yes,83,3.48
2025-01-05 05:43:00,DRONE_0011,Sector-A,Surveillance,16,Completed,EdgeNode_5,No,78,4.07
2025-01-05 05:44:00,DRONE_0043,Sector-C,Emergency Response,40,Pending,EdgeNode_5,No,54,1.47
2025-01-05 05:45:00,DRONE_0017,Sector-B,Delivery,96,In Progress,EdgeNode_2,No,24,4.07
2025-01-05 05:46:00,DRONE_0096,Sector-B,Surveillance,27,Completed,EdgeNode_1,No,69,1.43
2025-01-05 05:47:00,DRONE_0004,Sector-B,Delivery,31,Failed,EdgeNode_1,Yes,79,3.5
2025-01-05 05:48:00,DRONE_0063,Sector-A,Mapping,92,In Progress,EdgeNode_4,No,34,0.71
2025-01-05 05:49:00,DRONE_0068,Sector-D,Emergency Response,18,In Progress,EdgeNode_4,Yes,43,2.2
2025-01-05 05:50:00,DRONE_0081,Sector-A,Emergency Response,58,Completed,EdgeNode_2,No,40,2.65
2025-01-05 05:51:00,DRONE_0041,Sector-D,Mapping,103,In Progress,EdgeNode_2,No,21,3.65
2025-01-05 05:52:00,DRONE_0083,Sector-D,Delivery,31,Pending,EdgeNode_3,No,64,3.29
2025-01-05 05:53:00,DRONE_0005,Sector-B,Surveillance,25,In Progress,EdgeNode_2,No,29,4.28
2025-01-05 05:54:00,DRONE_0032,Sector-D,Delivery,53,Pending,EdgeNode_5,No,64,1.0
2025-01-05 05:55:00,DRONE_0086,Sector-A,Surveillance,66,Completed,EdgeNode_3,Yes,56,3.34
2025-01-05 05:56:00,DRONE_0070,Sector-A,Mapping,81,In Progress,EdgeNode_2,No,42,0.73
2025-01-05 05:57:00,DRONE_0035,Sector-B,Traffic Monitoring,76,Failed,EdgeNode_5,No,64,2.44
2025-01-05 05:58:00,DRONE_0022,Sector-C,Surveillance,48,Failed,EdgeNode_5,No,60,2.67
2025-01-05 05:59:00,DRONE_0065,Sector-A,Emergency Response,112,Pending,EdgeNode_3,Yes,84,0.23
2025-01-05 06:00:00,DRONE_0084,Sector-D,Emergency Response,48,Pending,EdgeNode_3,Yes,80,0.44
2025-01-05 06:01:00,DRONE_0022,Sector-A,Emergency Response,102,Completed,EdgeNode_5,No,25,4.21
2025-01-05 06:02:00,DRONE_0011,Sector-A,Delivery,65,In Progress,EdgeNode_4,Yes,84,1.51
2025-01-05 06:03:00,DRONE_0077,Sector-A,Delivery,46,Pending,EdgeNode_3,No,37,1.8
2025-01-05 06:04:00,DRONE_0003,Sector-C,Delivery,27,Pending,EdgeNode_1,Yes,59,3.24
2025-01-05 06:05:00,DRONE_0009,Sector-D,Emergency Response,77,Completed,EdgeNode_4,No,57,1.18
2025-01-05 06:06:00,DRONE_0060,Sector-B,Surveillance,5,In Progress,EdgeNode_1,Yes,64,1.05
2025-01-05 06:07:00,DRONE_0076,Sector-A,Emergency Response,40,In Progress,EdgeNode_2,Yes,36,2.17
2025-01-05 06:08:00,DRONE_0087,Sector-D,Surveillance,59,Pending,EdgeNode_3,Yes,32,0.39
2025-01-05 06:09:00,DRONE_0014,Sector-D,Delivery,114,In Progress,EdgeNode_3,Yes,29,4.59
2025-01-05 06:10:00,DRONE_0097,Sector-B,Traffic Monitoring,20,In Progress,EdgeNode_5,Yes,50,4.71
2025-01-05 06:11:00,DRONE_0018,Sector-A,Delivery,93,In Progress,EdgeNode_3,Yes,69,2.3
2025-01-05 06:12:00,DRONE_0073,Sector-C,Mapping,22,Failed,EdgeNode_1,Yes,42,1.13
2025-01-05 06:13:00,DRONE_0023,Sector-D,Surveillance,102,In Progress,EdgeNode_4,Yes,64,2.41
2025-01-05 06:14:00,DRONE_0074,Sector-B,Traffic Monitoring,42,Failed,EdgeNode_2,No,98,0.59
2025-01-05 06:15:00,DRONE_0083,Sector-C,Delivery,71,In Progress,EdgeNode_4,No,57,2.05
2025-01-05 06:16:00,DRONE_0047,Sector-D,Traffic Monitoring,24,In Progress,EdgeNode_1,No,30,0.46
2025-01-05 06:17:00,DRONE_0069,Sector-A,Emergency Response,23,In Progress,EdgeNode_2,No,27,3.56
2025-01-05 06:18:00,DRONE_0047,Sector-D,Surveillance,17,Pending,EdgeNode_5,No,97,1.45
2025-01-05 06:19:00,DRONE_0087,Sector-C,Mapping,21,Pending,EdgeNode_3,No,32,2.65
2025-01-05 06:20:00,DRONE_0030,Sector-C,Emergency Response,82,Failed,EdgeNode_3,Yes,53,0.17
2025-01-05 06:21:00,DRONE_0025,Sector-A,Traffic Monitoring,34,In Progress,EdgeNode_5,Yes,84,2.67
2025-01-05 06:22:00,DRONE_0028,Sector-A,Delivery,90,Failed,EdgeNode_1,Yes,94,0.12
2025-01-05 06:23:00,DRONE_0098,Sector-B,Surveillance,47,In Progress,EdgeNode_5,No,29,4.63
2025-01-05 06:24:00,DRONE_0025,Sector-A,Mapping,52,Completed,EdgeNode_1,Yes,95,2.56
2025-01-05 06:25:00,DRONE_0074,Sector-B,Delivery,47,Failed,EdgeNode_2,Yes,55,0.59
2025-01-05 06:26:00,DRONE_0078,Sector-C,Mapping,97,Pending,EdgeNode_4,Yes,23,1.77
2025-01-05 06:27:00,DRONE_0058,Sector-C,Surveillance,118,Completed,EdgeNode_4,Yes,40,0.33
2025-01-05 06:28:00,DRONE_0094,Sector-D,Traffic Monitoring,70,Pending,EdgeNode_5,No,80,2.7
2025-01-05 06:29:00,DRONE_0041,Sector-D,Mapping,57,Completed,EdgeNode_3,Yes,57,0.7
2025-01-05 06:30:00,DRONE_0025,Sector-B,Surveillance,76,Completed,EdgeNode_5,Yes,95,2.42
2025-01-05 06:31:00,DRONE_0078,Sector-A,Mapping,82,Completed,EdgeNode_3,No,58,1.6
2025-01-05 06:32:00,DRONE_0099,Sector-A,Delivery,38,Failed,EdgeNode_5,No,73,3.83
2025-01-05 06:33:00,DRONE_0048,Sector-D,Mapping,81,Failed,EdgeNode_5,No,81,2.46
2025-01-05 06:34:00,DRONE_0098,Sector-C,Delivery,78,Pending,EdgeNode_4,Yes,38,4.26
2025-01-05 06:35:00,DRONE_0010,Sector-B,Delivery,76,Failed,EdgeNode_3,Yes,21,4.71
2025-01-05 06:36:00,DRONE_0099,Sector-C,Surveillance,75,Pending,EdgeNode_4,Yes,41,4.85
2025-01-05 06:37:00,DRONE_0075,Sector-C,Emergency Response,17,In Progress,EdgeNode_3,No,76,1.37
2025-01-05 06:38:00,DRONE_0011,Sector-A,Mapping,94,Pending,EdgeNode_2,Yes,22,3.86
2025-01-05 06:39:00,DRONE_0085,Sector-B,Traffic Monitoring,60,Pending,EdgeNode_2,No,42,2.25
2025-01-05 06:40:00,DRONE_0021,Sector-C,Delivery,63,Failed,EdgeNode_2,No,23,2.19
2025-01-05 06:41:00,DRONE_0086,Sector-D,Emergency Response,36,Pending,EdgeNode_1,No,47,4.35
